Observations,IC Method,Mean IC,IC Standard Deviation,ICIR,Positive IC Ratio,Newey-West t-stat,Newey-West p-value,95% CI Lower,95% CI Upper
2635,spearman,0.005201032736354578,0.08777544005910745,0.0592538497426186,0.5294117647058824,3.01231604957059,0.0025926251435129397,0.001816917658287605,0.008585147814421552
