Observations,IC Method,Mean IC,IC Standard Deviation,ICIR,Positive IC Ratio,Newey-West t-stat,Newey-West p-value,95% CI Lower,95% CI Upper
2635,spearman,0.01084651569713073,0.18327911102288344,0.05918031594869794,0.5256166982922201,3.0767782541643736,0.002092509006929109,0.003936959983259488,0.01775607141100197
